1711045867555,562e51e84cbfb410,67
1711045867727,03621fdd6ec314ba,382
1711045868486,b6dcfb88723bc9a5,159
1711045868948,6dd1a6b4722ac3da,371
1711045869118,8390e04ebbd50064,559
1711045869588,fc89127b1f081ecc,614
1711045871330,ec6a18d742ec672f,247
1711045871366,178d331af452de01,87
1711045871651,c6e8b8cf64de31e9,180
1711045871651,61191f63bd9f6254,148
1711045871690,c1e39f1293dfe004,172
1711045872065,a66c36401b26dd87,383
1711045872531,3d47017d6e289a13,479
1711045873373,c7408cda487de1be,83
1711045873494,a7bd8b181deddf6c,154
1711045873881,a7138e148bb152e2,475
1711045873962,03fd2ab7f8754b74,412
1711045874096,448b47a9bcfb7fc1,147
1711045874519,e28750a1ed6fc21c,780
1711045874661,cb53494cb1b74bb7,608
1711045874672,4c7f9045ad2f3a11,140
1711045874821,67c389368ed8ff6a,675
1711045875249,268b6a7070699b22,826
1711045875260,ed31604d168e7f7a,665
1711045875392,e7af2bf502600940,170
1711045876993,261fbb64675b7fae,136
1711045877273,710e17261a8c12f0,117
1711045878268,0bd480b7b85c5cc1,120
1711045878394,e52eb029a0176c53,175
1711045878692,1859fce09340825d,193
1711045879074,7f62c9269d2a8e4a,205
1711045879371,89047a58aed8805b,108
1711045879460,18578eb56207ef35,259
1711045879658,32615ef65005c096,134
1711045880228,1e5216e41bc53590,622
1711045880360,000c6f8bb1de334d,461
1711045881434,95f20a86e33dbaef,283
1711045881900,1233f6a2b43df5e6,634
1711045882003,d56f0d02ff43291c,484
1711045883654,c1f2c9a2357f04e0,108
1711045883763,4691d28895231c97,193
1711045885138,54c831ad04721dbd,289
1711045885409,32bd5cc85450a7c3,488
1711045885734,ff2718c094c3c790,259
1711045885758,49d6ce450dabb91e,520
1711045885765,a264fe69fac2555f,138
1711045886689,2993f8bbbd78e259,181
1711045887237,5b26dba14fd81e3e,242
1711045887334,feb155076099b97b,281
1711045887562,fb1d365fddc3676c,232
1711045887868,cd6106eb90df9d5f,152
1711045887926,4a0b29adc736d96a,744
